Date Time,Open,High,Low,Close,Volume,Adj Close
2007-02-21 00:00:00,145.610001,146.070007,145.350006,145.979996,63971600,117.467026
2007-02-22 00:00:00,146.050003,146.419998,145.169998,145.869995,79067400,117.378578
2007-02-23 00:00:00,145.740005,145.789993,145.029999,145.300003,71966200,116.919876
2007-02-26 00:00:00,145.830002,145.949997,144.75,145.169998,69192800,116.815262
2007-02-27 00:00:00,143.880005,144.199997,139,139.5,274466500,112.252739
2007-02-28 00:00:00,140.389999,141.979996,139.800003,140.929993,177536300,113.403435
2007-03-01 00:00:00,139.339996,141.25,138.050003,140.509995,212828600,113.065468
2007-03-02 00:00:00,140.050003,140.660004,138.660004,138.669998,162574000,111.584892
2007-03-05 00:00:00,137.929993,139.580002,137.330002,137.350006,143750400,110.522713
2007-03-06 00:00:00,138.779999,140.119995,137.720001,139.699997,143333300,112.413712
2007-03-07 00:00:00,139.589996,140.460007,139.399994,139.559998,115144900,112.301018
2007-03-08 00:00:00,140.539993,141.160004,140.070007,140.740005,117891600,113.250603
2007-03-09 00:00:00,141.309998,141.419998,140.080002,140.779999,107765100,113.282745
2007-03-12 00:00:00,140.419998,141.339996,140.160004,140.990005,80366900,113.451714
2007-03-13 00:00:00,140.179993,140.770004,138.039993,138.25,190605200,111.24691
2007-03-14 00:00:00,138.429993,139.360001,136.75,139.279999,231853800,112.075737
2007-03-15 00:00:00,138.970001,139.990005,138.800003,139.470001,132435900,112.22863
2007-03-16 00:00:00,139.309998,139.630005,138.119995,138.529999,121531600,111.914352
2007-03-19 00:00:00,139.259995,140.330002,139.149994,140.199997,96161200,113.263504
2007-03-20 00:00:00,140.080002,141.050003,139.960007,140.970001,82147400,113.885529
2007-03-21 00:00:00,141.100006,143.649994,140.820007,143.289993,152368700,115.759796
2007-03-22 00:00:00,143.479996,143.679993,142.789993,143.179993,118942200,115.670952
2007-03-23 00:00:00,143.279999,143.809998,143.149994,143.389999,74416800,115.840599
2007-03-26 00:00:00,143.5,143.649994,142.089996,143.199997,113787500,115.687103
2007-03-27 00:00:00,143.119995,143.160004,142.389999,142.860001,99864600,115.412483
2007-03-28 00:00:00,142.139999,142.470001,141.259995,141.820007,152907900,114.572235
2007-03-29 00:00:00,142.539993,142.610001,141.190002,141.970001,139432700,114.69339
2007-03-30 00:00:00,142.240005,142.839996,140.559998,142,128194100,114.717674
2007-04-02 00:00:00,142.160004,142.460007,141.479996,142.160004,79416400,114.846924
2007-04-03 00:00:00,142.970001,143.979996,142.910004,143.690002,82417800,116.082954
2007-04-04 00:00:00,143.690002,143.949997,143.160004,143.850006,63995200,116.21225
2007-04-05 00:00:00,143.669998,144.440002,143.610001,144.240005,46822800,116.52729
2007-04-09 00:00:00,144.649994,144.800003,144.149994,144.440002,50967400,116.68882
2007-04-10 00:00:00,144.330002,144.850006,144.270004,144.610001,56620000,116.826195
2007-04-11 00:00:00,144.820007,144.860001,143.539993,144.020004,106365700,116.349571
2007-04-12 00:00:00,143.740005,144.919998,143.339996,144.660004,115534400,116.866592
2007-04-13 00:00:00,144.899994,145.320007,144.360001,145.320007,84287000,117.399811
2007-04-16 00:00:00,145.830002,146.860001,145.820007,146.699997,83064600,118.514648
2007-04-17 00:00:00,146.970001,147.399994,146.649994,147.089996,108424100,118.829704
2007-04-18 00:00:00,146.600006,147.699997,146.570007,147.270004,88345300,118.975166
2007-04-19 00:00:00,146.550003,147.399994,146.360001,147.229996,102947700,118.942863
2007-04-20 00:00:00,148.220001,148.619995,147.039993,148.619995,124114100,120.065742
2007-04-23 00:00:00,148.369995,148.729996,147.970001,148.059998,77270800,119.61338
2007-04-24 00:00:00,148.229996,148.399994,147.320007,148.119995,114471000,119.661827
2007-04-25 00:00:00,148.729996,149.660004,148.020004,149.479996,108418800,120.760506
2007-04-26 00:00:00,149.490005,149.800003,149.100006,149.649994,88741600,120.89785
2007-04-27 00:00:00,149.089996,149.740005,148.839996,149.529999,108191100,120.800926
2007-04-30 00:00:00,149.639999,149.740005,148.210007,148.289993,100874100,119.799171
2007-05-01 00:00:00,148.419998,149.470001,147.669998,148.669998,134342700,120.106155
2007-05-02 00:00:00,148.899994,149.949997,148.75,149.539993,87129800,120.808998
2007-05-03 00:00:00,149.970001,150.399994,149.729996,150.350006,86569700,121.463348
2007-05-04 00:00:00,150.75,151.119995,150.220001,150.919998,96409000,121.923866
2007-05-07 00:00:00,150.880005,151.199997,150.809998,150.949997,63461400,121.948112
2007-05-08 00:00:00,150.580002,150.919998,150.130005,150.75,80584000,121.78656
2007-05-09 00:00:00,150.639999,152.820007,150.369995,151.160004,102070100,122.117767
2007-05-10 00:00:00,150.729996,151.020004,149.270004,149.580002,153617800,120.841377
2007-05-11 00:00:00,149.75,150.929993,149.720001,150.860001,113408900,121.875397
2007-05-14 00:00:00,150.860001,151.300003,149.789993,150.529999,108027500,121.608788
2007-05-15 00:00:00,150.699997,151.660004,150.190002,150.570007,180673300,121.641174
2007-05-16 00:00:00,150.800003,151.630005,150.380005,151.600006,114166500,122.473244
2007-05-17 00:00:00,151.380005,151.960007,151.110001,151.300003,101132800,122.230865
2007-05-18 00:00:00,152.009995,152.619995,151.809998,152.619995,99182000,123.297256
2007-05-21 00:00:00,152.580002,153.229996,152.5,152.539993,174664600,123.232651
2007-05-22 00:00:00,152.699997,153.160004,152.380005,152.419998,82148800,123.135696
2007-05-23 00:00:00,152.949997,153.5,152.360001,152.440002,133786600,123.151817
2007-05-24 00:00:00,152.529999,153.210007,150.740005,151.059998,187593000,122.036972
2007-05-25 00:00:00,151.5,152.020004,151.179993,151.690002,83309200,122.545937
2007-05-29 00:00:00,151.940002,152.5,151.449997,152.240005,82020000,122.990273
2007-05-30 00:00:00,151.460007,153.539993,151.339996,153.479996,129013600,123.992065
2007-05-31 00:00:00,153.669998,153.889999,153.119995,153.320007,114866700,123.862801
2007-06-01 00:00:00,153.880005,154.399994,153.509995,154.080002,107771700,124.4767
2007-06-04 00:00:00,153.539993,154.389999,153.479996,154.100006,78008800,124.492912
2007-06-05 00:00:00,153.740005,153.899994,152.860001,153.490005,126917900,124.000061
2007-06-06 00:00:00,152.860001,152.949997,151.75,151.839996,164096800,122.667114
2007-06-07 00:00:00,151.559998,152.5,149.059998,149.100006,232414600,120.453568
2007-06-08 00:00:00,149.580002,151.190002,149.089996,151.039993,175886000,122.020828
2007-06-11 00:00:00,150.929993,151.949997,150.699997,151.300003,102015600,122.230865
2007-06-12 00:00:00,150.669998,151.539993,149.550003,149.649994,233898000,120.89785
2007-06-13 00:00:00,150.5,152.070007,149.720001,151.889999,193208200,122.70752
2007-06-14 00:00:00,152.059998,153.119995,152.029999,152.860001,146396500,123.491074
2007-06-15 00:00:00,153.139999,153.660004,152.929993,153.070007,154030800,124.193764
2007-06-18 00:00:00,153.380005,153.389999,152.660004,152.889999,88537500,124.047798
2007-06-19 00:00:00,152.550003,153.380005,152.360001,153.270004,110851700,124.356026
2007-06-20 00:00:00,153.580002,153.580002,150.960007,151.139999,177119700,122.627869
2007-06-21 00:00:00,151.080002,152.110001,150.25,151.979996,205262000,123.309395
2007-06-22 00:00:00,151.520004,151.770004,149.850006,150.550003,204964700,122.149208
2007-06-25 00:00:00,150.240005,151.25,149.020004,149.830002,232014400,121.565002
2007-06-26 00:00:00,150.210007,150.460007,148.279999,148.289993,198445700,120.315498
2007-06-27 00:00:00,148.130005,150.570007,148.059998,150.399994,213638000,122.027473
2007-06-28 00:00:00,150.380005,151.410004,149.669998,150.380005,157705000,122.011261
2007-06-29 00:00:00,150.899994,151.649994,149.149994,150.429993,199701800,122.051788
2007-07-02 00:00:00,150.869995,151.919998,150.770004,151.789993,103357000,123.15522
2007-07-03 00:00:00,152.179993,152.5,151.990005,152.339996,54048400,123.601509
2007-07-05 00:00:00,152.399994,152.559998,151.630005,152.179993,89279000,123.471703
2007-07-06 00:00:00,152.380005,153.169998,151.929993,152.979996,81109000,124.120781
2007-07-09 00:00:00,153.160004,153.360001,152.619995,153.100006,72348100,124.218132
2007-07-10 00:00:00,152.289993,152.610001,150.770004,150.919998,180362600,122.449387
2007-07-11 00:00:00,150.75,152.050003,150.520004,151.990005,175607600,123.317535
2007-07-12 00:00:00,152.369995,154.75,152.339996,154.389999,133882500,125.264778
2007-07-13 00:00:00,154.570007,155.460007,154.389999,154.850006,111794300,125.638
2007-07-16 00:00:00,154.990005,155.529999,154.580002,154.830002,98378700,125.621803
2007-07-17 00:00:00,154.929993,155.479996,154.679993,154.75,126201300,125.556839
2007-07-18 00:00:00,154.229996,154.800003,153.300003,154.470001,237887400,125.329712
2007-07-19 00:00:00,155.199997,155.529999,154.75,155.070007,145212700,125.81649
2007-07-20 00:00:00,154.889999,154.990005,152.830002,153.5,245502500,124.542656
2007-07-23 00:00:00,154.179993,154.720001,153.300003,153.970001,121183900,124.924004
2007-07-24 00:00:00,153.119995,154.279999,150.759995,151.300003,256732400,122.757706
2007-07-25 00:00:00,152.020004,152.389999,150.25,151.610001,265214500,123.009193
2007-07-26 00:00:00,150.190002,150.800003,146.389999,148.020004,467592500,120.096474
2007-07-27 00:00:00,148.210007,148.869995,145.050003,145.110001,422987600,117.735382
2007-07-30 00:00:00,145.929993,147.809998,145.289993,147.380005,283017500,119.577179
2007-07-31 00:00:00,148.330002,149.460007,145.039993,145.720001,316976700,118.230331
2007-08-01 00:00:00,145.179993,147.009995,143.949997,146.429993,467670000,118.806396
2007-08-02 00:00:00,146.759995,147.759995,145.259995,147.600006,294758400,119.755676
2007-08-03 00:00:00,147.279999,147.580002,143.199997,143.800003,359398200,116.672539
2007-08-06 00:00:00,144.210007,146.830002,142.529999,146.210007,324980000,118.627914
2007-08-07 00:00:00,145.940002,149,145.229996,147.770004,232568700,119.893616
2007-08-08 00:00:00,148.410004,150.589996,147.339996,149.830002,274930600,121.565002
2007-08-09 00:00:00,147.429993,148.949997,145.289993,145.389999,357622100,117.962601
2007-08-10 00:00:00,144.389999,146.5,143.119995,144.710007,411018400,117.410881
2007-08-13 00:00:00,146.5,146.889999,145.020004,145.229996,181917200,117.832764
2007-08-14 00:00:00,145.699997,146.059998,142.720001,143.009995,264134500,116.03154
2007-08-15 00:00:00,142.720001,144.460007,140.619995,141.039993,323834000,114.433212
2007-08-16 00:00:00,139.789993,142.940002,137,142.100006,546743700,115.293198
2007-08-17 00:00:00,145.5,145.809998,141.389999,144.710007,388218100,117.410881
2007-08-20 00:00:00,145.169998,145.470001,143.289993,144.639999,187320400,117.354103
2007-08-21 00:00:00,144.600006,145.970001,144.139999,144.929993,157066400,117.589371
2007-08-22 00:00:00,146.009995,146.800003,145.330002,146.649994,173156700,118.984917
2007-08-23 00:00:00,147.339996,147.649994,145.610001,146.520004,203915300,118.879463
2007-08-24 00:00:00,146.479996,148.330002,146.279999,148.330002,128901900,120.348
2007-08-27 00:00:00,147.850006,148.330002,146.729996,146.949997,113024300,119.22831
2007-08-28 00:00:00,146.160004,146.25,143.460007,143.720001,219790700,116.607643
2007-08-29 00:00:00,144.369995,146.740005,143.960007,146.539993,207654200,118.89566
2007-08-30 00:00:00,145.449997,147.190002,145.309998,146.149994,191817300,118.579201
2007-08-31 00:00:00,147.649994,148.5,146.830002,147.589996,185477500,119.747528
2007-09-04 00:00:00,147.449997,149.979996,147.399994,149.080002,120062000,120.956482
2007-09-05 00:00:00,148.199997,148.360001,147,147.789993,166261800,119.909813
2007-09-06 00:00:00,147.949997,148.610001,147.119995,148.130005,127878400,120.185715
2007-09-07 00:00:00,146.479996,146.889999,145.259995,146.070007,235447600,118.514305
2007-09-10 00:00:00,146.520004,146.720001,144.330002,145.789993,192305900,118.287109
2007-09-11 00:00:00,146.240005,147.699997,146.130005,147.490005,162081900,119.666435
2007-09-12 00:00:00,147.289993,148.440002,146.979996,147.869995,149554600,119.974731
2007-09-13 00:00:00,148.550003,149.449997,148.199997,148.910004,154079000,120.818535
2007-09-14 00:00:00,147.960007,149.089996,147.740005,148.899994,121911000,120.810455
2007-09-17 00:00:00,148.309998,148.649994,147.630005,148.100006,109870800,120.161369
2007-09-18 00:00:00,148.830002,152.5,148.130005,152.460007,263759500,123.698853
2007-09-19 00:00:00,153.410004,154.389999,152.710007,153.360001,193779900,124.429047
2007-09-20 00:00:00,153.339996,153.429993,152.110001,152.279999,175186800,123.552803
2007-09-21 00:00:00,152.710007,153.119995,151.740005,151.970001,141457500,123.886208
2007-09-24 00:00:00,152.419998,152.820007,151.360001,151.690002,139450200,123.657967
2007-09-25 00:00:00,150.809998,151.660004,150.470001,151.389999,142289900,123.413429
2007-09-26 00:00:00,152.25,152.770004,151.389999,152.190002,135547000,124.065582
2007-09-27 00:00:00,152.910004,153.100006,152.190002,153.089996,102713300,124.799263
2007-09-28 00:00:00,152.850006,153.190002,151.979996,152.580002,133372100,124.38353
2007-10-01 00:00:00,152.600006,154.75,152.5,154.300003,148162300,125.785675
2007-10-02 00:00:00,154.610001,154.649994,153.809998,154.089996,112978800,125.614479
2007-10-03 00:00:00,153.809998,154.410004,153.009995,153.779999,119055900,125.361771
2007-10-04 00:00:00,154.110001,154.259995,153.589996,154.020004,76864400,125.557396
2007-10-05 00:00:00,155.029999,156.100006,154.630005,155.850006,134579700,127.049202
2007-10-08 00:00:00,155.389999,155.490005,154.770004,155.020004,71280400,126.372604
2007-10-09 00:00:00,155.600006,156.5,155.029999,156.479996,94054300,127.562767
2007-10-10 00:00:00,156.039993,156.440002,155.410004,156.220001,101711100,127.350899
2007-10-11 00:00:00,156.929993,157.520004,154.539993,155.470001,233529100,126.73941
2007-10-12 00:00:00,155.460007,156.350006,155.270004,156.330002,124546700,127.440506
2007-10-15 00:00:00,156.270004,156.360001,153.940002,155.009995,161151900,126.364395
2007-10-16 00:00:00,154.410004,154.520004,153.470001,153.779999,166525700,125.361771
2007-10-17 00:00:00,154.979996,155.089996,152.470001,154.25,216687300,125.744873
2007-10-18 00:00:00,153.449997,154.190002,153.080002,153.690002,148367500,125.288353
2007-10-19 00:00:00,153.089996,156.479996,149.660004,149.669998,297169900,122.011276
2007-10-22 00:00:00,148.860001,150.759995,148.660004,150.539993,261989800,122.720528
2007-10-23 00:00:00,151.460007,151.949997,150.25,151.759995,180085100,123.714973
2007-10-24 00:00:00,151.210007,151.740005,148.839996,151.479996,326694200,123.486778
2007-10-25 00:00:00,151.649994,152.289993,149.880005,151.839996,237374500,123.780296
2007-10-26 00:00:00,153.059998,153.619995,151.899994,153.619995,176484000,125.231285
2007-10-29 00:00:00,153.929993,154.440002,153.550003,154.130005,106841000,125.647079
2007-10-30 00:00:00,153.449997,153.75,152.869995,153.059998,132981600,124.774834
2007-10-31 00:00:00,153.979996,155.270004,152.839996,154.649994,220954400,126.070999
2007-11-01 00:00:00,153.289993,153.410004,150.589996,151.029999,333040800,123.119919
2007-11-02 00:00:00,151.529999,152,149.210007,151.199997,331228200,123.258537
2007-11-05 00:00:00,149.639999,151.160004,148.970001,150.050003,226841000,122.321075
2007-11-06 00:00:00,150.860001,152.110001,149.899994,152.070007,177800500,123.96772
2007-11-07 00:00:00,150.440002,151.130005,147.550003,147.910004,306639700,120.576515
2007-11-08 00:00:00,147.990005,148.399994,145.070007,147.160004,374509900,119.965126
2007-11-09 00:00:00,145.690002,147.539993,144.889999,145.139999,277745100,118.31839
2007-11-12 00:00:00,145.210007,146.610001,143.699997,143.699997,243087800,117.144524
2007-11-13 00:00:00,145.369995,148.309998,145.220001,148.080002,191117400,120.715111
2007-11-14 00:00:00,149.220001,149.399994,146.779999,147.669998,230558800,120.380844
2007-11-15 00:00:00,146.570007,147.490005,144.520004,145.539993,263111100,118.644478
2007-11-16 00:00:00,146.309998,146.470001,144.570007,145.789993,308770600,118.848305
2007-11-19 00:00:00,145.279999,145.360001,143.190002,143.759995,267746000,117.193413
2007-11-20 00:00:00,144.020004,145.529999,142.110001,144.639999,414767500,117.910774
2007-11-21 00:00:00,143.080002,143.910004,141.669998,141.679993,259012400,115.497795
2007-11-23 00:00:00,143.070007,144.339996,142.699997,144.130005,77688400,117.495056
2007-11-26 00:00:00,144.429993,144.880005,140.660004,140.949997,214232000,114.902718
2007-11-27 00:00:00,141.740005,143.229996,140.949997,142.570007,293897900,116.223351
2007-11-28 00:00:00,144.190002,147.470001,144.139999,147.130005,258596900,119.940659
2007-11-29 00:00:00,146.619995,147.720001,146.100006,147.179993,199409900,119.981384
2007-11-30 00:00:00,149.039993,149.869995,147.330002,148.660004,222908000,121.187889
2007-12-03 00:00:00,148.190002,148.449997,147.289993,147.679993,146430400,120.389008
2007-12-04 00:00:00,146.660004,147.539993,146.309998,146.360001,136533900,119.312965
2007-12-05 00:00:00,147.929993,149.199997,147.830002,148.809998,171130000,121.310165
2007-12-06 00:00:00,148.630005,151.210007,148.570007,150.940002,154457400,123.046593
2007-12-07 00:00:00,151.419998,151.5,150.550003,150.910004,148980100,123.022102
2007-12-10 00:00:00,151.279999,152.25,150.860001,152.080002,123914300,123.975883
2007-12-11 00:00:00,152.139999,152.889999,147.830002,147.910004,250346400,120.576515
2007-12-12 00:00:00,151.059998,151.770004,147.199997,149.369995,322435600,121.766647
2007-12-13 00:00:00,148.320007,149.389999,147.300003,149.059998,237551300,121.514008
2007-12-14 00:00:00,147.929993,149.100006,147.100006,147.169998,159152900,119.973267
2007-12-17 00:00:00,146.610001,146.869995,144.860001,145.070007,177269400,118.261253
2007-12-18 00:00:00,146.100006,146.479996,143.960007,145.880005,245569300,118.921661
2007-12-19 00:00:00,145.940002,146.889999,144.940002,145.880005,198917200,118.921661
2007-12-20 00:00:00,146.839996,146.860001,145.179993,146.800003,214813800,119.671631
2007-12-21 00:00:00,147.369995,148.419998,147.089996,148.130005,146084400,121.396782
2007-12-24 00:00:00,148.820007,149.479996,148.479996,149.229996,45601400,122.298195
2007-12-26 00:00:00,148.649994,149.679993,148.5,149.550003,67093100,122.560486
2007-12-27 00:00:00,149.020004,149.029999,147.320007,147.669998,122981700,121.01976
2007-12-28 00:00:00,148.539993,148.610001,146.899994,147.300003,116398100,120.716537
2007-12-31 00:00:00,147.100006,147.610001,146.059998,146.210007,108126800,119.823273
2008-01-02 00:00:00,146.529999,146.990005,143.880005,144.929993,204935600,118.774239
2008-01-03 00:00:00,144.910004,145.490005,144.070007,144.860001,125133300,118.716896
2008-01-04 00:00:00,143.339996,143.440002,140.910004,141.309998,232330900,115.807541
2008-01-07 00:00:00,141.809998,142.229996,140.100006,141.190002,234991000,115.709206
2008-01-08 00:00:00,142.080002,142.899994,138.440002,138.910004,326365700,113.840691
2008-01-09 00:00:00,139.089996,140.789993,137.699997,140.369995,301824900,115.037201
2008-01-10 00:00:00,139.679993,142.800003,139.369995,141.289993,335701200,115.791168
2008-01-11 00:00:00,140.779999,141.899994,139,140.149994,267076600,114.856911
2008-01-14 00:00:00,141.160004,141.860001,140.399994,141.279999,170365500,115.783012
2008-01-15 00:00:00,139.789993,141.490005,137.899994,138.169998,239940100,113.234245
2008-01-16 00:00:00,137.360001,139.119995,136.279999,136.979996,378802600,112.258987
2008-01-17 00:00:00,137.809998,137.880005,132.929993,133.429993,397892600,109.349678
2008-01-18 00:00:00,134.740005,135.020004,131.100006,132.059998,348561500,108.226921
2008-01-22 00:00:00,127.209999,132.429993,126,130.720001,435923700,107.128754
2008-01-23 00:00:00,127.089996,134.190002,126.839996,133.860001,511913000,109.70208
2008-01-24 00:00:00,134.479996,135.460007,133.309998,134.990005,259949300,110.628143
2008-01-25 00:00:00,136.509995,136.759995,132.600006,133.039993,269603900,109.030067
2008-01-28 00:00:00,133.259995,135.520004,132.059998,135.240005,217934600,110.833031
2008-01-29 00:00:00,136.100006,136.449997,134.880005,135.910004,168968300,111.382103
2008-01-30 00:00:00,135.580002,138.539993,134.600006,134.910004,334939200,110.562584
2008-01-31 00:00:00,133.399994,138.539993,133.199997,137.369995,343680800,112.578606
2008-02-01 00:00:00,137.940002,139.610001,137.520004,139.580002,206843600,114.389793
2008-02-04 00:00:00,139.210007,139.300003,137.639999,137.820007,124694300,112.947441
2008-02-05 00:00:00,135.940002,136.25,133.669998,134.130005,286882500,109.923347
2008-02-06 00:00:00,134.580002,135.25,132.410004,133.050003,250792900,109.038239
2008-02-07 00:00:00,131.800003,134.789993,131.729996,133.929993,297368100,109.75943
2008-02-08 00:00:00,133.089996,134.220001,132.100006,133.070007,221643500,109.054672
2008-02-11 00:00:00,133.100006,134.229996,132.039993,133.75,188576300,109.611931
2008-02-12 00:00:00,134.910004,136.309998,133.979996,134.990005,256654400,110.628143
2008-02-13 00:00:00,136.009995,137.059998,135.139999,136.369995,181967800,111.759102
2008-02-14 00:00:00,136.949997,137,134.789993,135.169998,215207200,110.77565
2008-02-15 00:00:00,134.5,135.220001,133.910004,135.139999,154110300,110.751053
2008-02-19 00:00:00,136.720001,136.889999,134.610001,135.520004,145190000,111.062462
2008-02-20 00:00:00,133.990005,136.550003,133.759995,135.919998,220085700,111.390289
2008-02-21 00:00:00,136.660004,137.009995,134.070007,134.789993,201051200,110.464218
2008-02-22 00:00:00,134.970001,135.850006,132.860001,135.619995,205491000,111.14444
2008-02-25 00:00:00,135.539993,137.649994,134.779999,137.330002,190107000,112.54583
2008-02-26 00:00:00,136.75,138.949997,136.5,138.360001,212420700,113.389938
2008-02-27 00:00:00,137.559998,139.139999,137.410004,138.220001,168395800,113.2752
2008-02-28 00:00:00,137.240005,137.960007,136.550003,136.869995,170831100,112.168839
2008-02-29 00:00:00,135.600006,135.679993,132.779999,133.820007,252715200,109.669304
2008-03-03 00:00:00,133.139999,133.809998,132.240005,133.5,189483500,109.407028
2008-03-04 00:00:00,132.229996,133.399994,130.990005,132.990005,282513100,108.989082
2008-03-05 00:00:00,133.419998,134.770004,132.339996,133.830002,270681400,109.67749
2008-03-06 00:00:00,132.979996,133.220001,130.550003,131.059998,247911700,107.407387
2008-03-07 00:00:00,129.770004,131.740005,128.580002,129.710007,326434600,106.301048
2008-03-10 00:00:00,129.839996,129.929993,127.589996,128,235683600,104.899612
2008-03-11 00:00:00,130.720001,132.720001,128.949997,132.600006,341440600,108.669464
2008-03-12 00:00:00,132.740005,133.770004,131.160004,131.360001,229161100,107.653252
2008-03-13 00:00:00,129.610001,132.639999,128.600006,131.649994,351504200,107.890907
2008-03-14 00:00:00,132.770004,132.809998,127.779999,129.610001,484687800,106.219093
2008-03-17 00:00:00,126.57,129.259995,126.07,128.300003,405311100,105.1455
2008-03-18 00:00:00,130.619995,133.690002,129.979996,133.630005,334416600,109.513573
2008-03-19 00:00:00,134.139999,134.649994,130.039993,130.320007,345971600,106.800957
2008-03-20 00:00:00,130.050003,132.910004,129.259995,132.080002,245320700,108.77919
2008-03-24 00:00:00,133.309998,135.809998,133.240005,134.720001,208977300,110.953453
2008-03-25 00:00:00,134.860001,135.550003,133.770004,134.850006,192947200,111.060516
2008-03-26 00:00:00,134.460007,135.089996,133.110001,133.199997,196934300,109.701584
2008-03-27 00:00:00,134.199997,134.440002,132.360001,132.779999,225153200,109.355698
2008-03-28 00:00:00,132.990005,133.360001,131.059998,131.509995,180896100,108.309753
2008-03-31 00:00:00,131.289993,132.729996,131.089996,131.970001,166692100,108.688614
2008-04-01 00:00:00,133.610001,136.839996,133.509995,136.610001,254547300,112.510025
2008-04-02 00:00:00,137.050003,137.669998,135.979996,136.699997,210910800,112.584152
2008-04-03 00:00:00,135.960007,137.440002,135.710007,137.039993,175884800,112.864189
2008-04-04 00:00:00,137.119995,137.960007,136.119995,136.889999,204446800,112.740639
2008-04-07 00:00:00,137.869995,138.570007,136.740005,136.960007,154245500,112.798309
2008-04-08 00:00:00,136.190002,136.919998,135.949997,136.820007,148937300,112.682983
2008-04-09 00:00:00,136.610001,136.800003,134.889999,135.830002,195610600,111.86763
2008-04-10 00:00:00,135.419998,136.669998,134.899994,136.020004,192967800,112.024132
2008-04-11 00:00:00,134.490005,135.119995,133.009995,133.380005,222973300,109.849869
2008-04-14 00:00:00,133.190002,133.539993,132.550003,132.929993,160522000,109.47921
2008-04-15 00:00:00,133.580002,133.690002,132.330002,133.240005,172389200,109.734558
2008-04-16 00:00:00,134.539993,136.910004,134.520004,136.850006,189268900,112.707695
2008-04-17 00:00:00,136.020004,137.25,135.660004,137.050003,179665700,112.872414
2008-04-18 00:00:00,138.940002,139.559998,138.259995,138.479996,218530600,114.050179
2008-04-21 00:00:00,138.229996,138.979996,137.850006,138.550003,118587400,114.107765
2008-04-22 00:00:00,138.190002,138.309998,136.899994,137.940002,162166000,113.605408
2008-04-23 00:00:00,138.089996,138.779999,137.119995,137.720001,193309000,113.424232
2008-04-24 00:00:00,138.080002,139.740005,137.039993,138.320007,229381300,113.918381
2008-04-25 00:00:00,139.399994,139.889999,137.910004,139.600006,190788100,114.972572
2008-04-28 00:00:00,139.880005,140.25,139.380005,139.630005,105610200,114.997253
2008-04-29 00:00:00,139.389999,139.729996,138.610001,139.080002,125514100,114.544312
2008-04-30 00:00:00,139.289993,140.589996,138.259995,138.259995,208395900,113.86895
